loan_amnt,int_rate,emp_length,annual_inc,delinq_2yrs,earliest_cr_line,total_acc,total_bal_ex_mort
9000,8.18,10,63000,0,3706,7,8682
19000,14.65,10,60000,0,4557,22,61064
35000,17.86,0,108000,0,9155,21,67215
20000,13.99,3,85000,0,8059,44,62740
1600,13.99,10,45000,0,7297,26,93159
6400,12.69,1,66000,0,2853,18,34828
8000,15.59,2,38400,0,4649,20,32554
9100,16.49,5,53100,1,5593,24,43286
12000,13.67,10,50000,0,5228,7,9389
5200,19.24,3,36000,2,2671,14,25964
22425,16.55,2,106000,0,4191,14,44276
20000,11.22,4,72000,0,9367,27,66159
7500,15.61,1,38540,0,3036,6,18804
5000,9.99,1,50000,0,3614,35,79044
7675,6.39,7,23000,0,5714,14,27979
18000,6.89,7,94000,0,6110,10,15655
20800,18.25,9,52000,0,3949,20,34022
9000,9.17,1,110000,0,5440,35,112487
16200,15.61,2,45000,1,6689,26,9859
25000,15.61,10,100000,0,8515,29,64035
5500,7.89,2,52000,1,9458,15,1570
20000,13.33,8,100000,0,8605,29,45014
10000,7.49,10,73000,0,8789,21,51055
12000,15.41,6,60000,0,3523,14,29588
15000,5.32,10,125000,0,11284,23,80224
12800,13.99,1,55000,0,5106,36,81932
20375,19.19,8,81000,1,5075,31,74396
12000,8.18,0,92000,0,7479,18,6613
15000,13.33,10,87194.4,2,7419,9,22902
25600,13.99,6,250000,0,8727,33,51400
24000,15.59,1,60000,1,3461,37,136060
15000,14.65,0,57000,0,4741,11,20199
10000,5.93,10,95000,0,5775,51,69291
8000,11.53,8,88000,0,8605,43,9396
11000,17.86,1,25000,0,5137,18,70369
14250,15.41,10,64584,0,3949,20,56712
14000,10.99,10,165000,0,8605,36,121919
16000,7.49,10,70000,0,7602,35,39852
28000,11.22,1,85000,0,9367,17,58616
11200,12.69,8,65000,0,4222,8,15367
4000,11.53,5,33000,0,5198,12,3625
14950,16.99,0,54454,2,5624,21,29282
20000,10.99,1,48000,0,3372,10,20803
8000,9.99,3,95000,2,13263,27,15935
12000,12.05,3,105000,0,5897,18,52157
10000,15.61,10,31574,0,6598,30,39204
5000,12.69,2,27000,0,4557,21,50015
24000,7.89,10,92000,0,8819,31,69732
17325,13.33,10,43329,1,7844,10,58845
26600,13.99,10,62000,3,10493,33,38344
11975,22.99,8,40000,0,3372,11,16093
19000,9.17,2,54100,0,5958,46,294187
9600,15.61,10,83000,0,6598,45,73177
28000,7.26,10,300000,0,5106,16,99721
20000,7.89,10,62000,0,6779,25,86319
4800,14.65,10,22000,0,4833,26,12007
8000,10.64,0,54000,1,2518,24,42137
3500,12.69,2,26000,0,5410,23,931
35000,17.86,10,110000,0,7389,43,84815
12000,11.53,1,50000,0,3280,7,23653
3600,12.69,10,30000,0,5198,10,2096
15000,12.29,6,64000,0,8911,21,37416
20000,9.17,9,69346,0,6080,22,74440
22000,15.41,10,44000,0,5744,29,38558
10000,15.59,10,95000,4,10981,19,40849
11000,13.33,1,45000,0,5471,28,37766
7500,5.32,10,48000,0,6110,34,37063
11050,20.99,3,55000,0,8301,19,78410
7500,9.17,3,45000,0,6355,34,42087
12000,6.24,3,83500,0,3402,5,32639
1000,14.65,10,65000,0,6355,26,26713
18000,6.89,10,110000,0,6080,25,34890
25000,19.19,1,69000,0,5318,29,30060
18000,6.89,4,75000,0,5167,49,148001
16000,17.57,2,135000,1,5989,21,75961
7000,6.24,3,114000,1,8454,32,73510
13700,5.32,10,114400,0,8209,29,20986
22000,22.99,10,64963,1,7236,26,25403
15000,13.99,10,50000,0,3614,6,10109
19300,14.99,0,46128,1,13385,35,38133
25000,13.33,4,92000,0,4528,77,202187
6500,10.99,0,30000,0,4375,15,22653
5600,18.54,0,24528,0,4406,17,77696
16000,7.89,1,55000,0,7419,19,30487
30000,12.05,1,105000,2,11862,12,33150
6000,12.29,3,80000,4,6233,23,27940
6000,7.26,0,75000,1,14633,17,15551
5000,18.84,2,37000,0,2337,14,19483
22275,13.33,10,48436,0,6049,23,44745
24000,10.99,8,85000,0,3918,23,13892
10000,13.33,10,44000,1,6720,37,18718
5000,6.92,5,35000,1,7997,30,16826
3075,12.59,10,94000,1,4071,43,56122
11850,18.84,4,45000,0,6294,26,71188
11000,14.65,1,35000,0,3645,13,47983
29975,7.89,4,80000,0,11131,24,14898
11200,7.26,10,62000,0,7054,36,91831
25000,15.61,4,73800,0,4649,12,24895
8000,12.99,2,62500,1,6383,32,16967
7350,16.55,9,28000,0,4314,17,99231
6000,13.33,10,52000,0,9428,21,24628
21650,18.55,10,50000,0,10280,30,24483
3000,13.99,2,31200,0,3249,9,20483
7200,19.52,0,28548,0,6720,23,21455
13625,14.99,3,42000,1,4649,28,33080
10000,12.69,9,78000,0,9002,15,64722
2400,13.67,5,36400,0,3249,6,16896
12000,10.99,10,30000,0,4314,15,21121
6000,11.53,10,50000,0,5928,13,34790
7500,13.33,1,32000,1,2914,24,84611
10000,18.49,4,48000,0,5836,22,77866
8000,9.17,1,55000,0,6294,32,74316
15000,14.65,9,122000,0,3614,10,53241
15000,12.29,10,48000,0,6598,49,41001
5875,10.99,2,29000,0,5410,24,66149
17000,6.92,3,58200,0,4010,6,14962
20000,9.76,2,82000,0,4953,48,258879
18225,12.69,10,48000,0,7755,25,75249
21250,17.86,10,42500,0,9976,18,37476
1000,12.29,4,35000,0,3645,11,24392
24300,13.33,10,80000,0,7906,20,52478
15000,13.33,10,40000,0,5683,17,13170
8000,5.93,3,78000,0,5502,25,32423
4000,8.19,4,100000,2,10372,18,47409
18200,8.18,9,82000,0,6932,30,80840
25200,13.33,10,110000,1,6110,29,57365
30000,12.39,7,90000,0,5318,17,36695
20000,8.18,8,62000,0,4710,30,50260
3375,15.61,10,24640,1,10950,20,10002
7200,13.99,3,55000,0,2184,15,33342
10275,18.55,1,50000,0,6294,37,65321
30000,10.99,10,95000,3,8850,54,34186
6000,5.32,1,200000,0,8362,43,134991
21600,11.44,4,74443.2,0,10738,16,33534
3500,13.33,8,44000,3,5471,47,38575
8000,9.17,0,56000,0,6901,24,18314
30000,6.89,7,135000,0,5471,52,172211
5600,6.39,7,33000,0,5014,15,20577
22875,17.57,7,56000,0,2580,11,37686
4800,12.69,3,31000,1,8515,18,55314
30000,13.33,3,176000,0,9336,32,93889
2600,11.53,2,35000,0,5440,12,36544
12625,9.76,10,68000,0,6871,57,35527
5000,10.64,2,35360,0,5471,15,19617
25000,19.52,10,120000,1,5928,34,91484
5000,10.64,5,49000,0,4191,11,49447
8000,7.89,9,65000,0,3767,9,6406
19600,9.99,2,64000,0,10007,20,43910
7500,10.99,2,86000,0,7663,12,39379
12000,6.92,2,65000,2,6110,23,40903
10000,12.29,4,49870.35,0,3219,17,80780
35000,22.99,5,120000,0,5958,19,44759
28000,7.89,10,110000,0,4436,25,23510
18000,13.99,10,75000,0,6080,15,34974
10000,8.18,0,50000,1,7571,25,27391
10000,17.86,9,45000,0,4894,30,56013
30000,13.99,3,140000,1,6355,33,87624
7700,16.99,1,50000,0,4588,15,35794
16800,12.29,10,65000,0,5714,33,75749
24000,14.65,1,90000,0,5502,16,44343
8000,8.18,4,135000,0,4741,23,93189
3500,12.69,10,50000,0,6080,28,52369
5000,13.18,8,46000,0,4041,9,5549
35000,21.67,7,76000,0,5106,18,49976
1000,13.66,10,40300,0,5805,26,15517
20000,5.32,10,150000,1,16276,33,52724
12000,11.53,2,165000,0,10097,38,164516
3300,19.99,2,61000,0,4041,12,39359
12000,8.18,10,75000,0,4344,20,6754
15000,6.39,9,103000,0,5652,19,46803
12475,17.57,7,65000,0,5805,28,124059
15000,6.24,10,80000,0,6963,18,75275
8000,8.67,0,47814,0,13476,18,25709
13925,18.54,1,35000,0,5075,12,22362
10375,16.59,5,55000,0,1972,22,26939
6400,12.39,7,71000,0,6475,12,14816
19200,10.99,6,50000,0,6810,25,50348
5000,9.76,2,32000,4,3492,8,18886
35000,16.99,10,105629,1,4772,43,122956
4000,11.53,10,52000,0,4619,16,18392
20000,13.99,2,65000,0,3584,27,23156
11000,10.49,10,37252,0,4163,34,40894
3600,9.99,1,75000,0,3645,25,54782
5000,6.49,5,65000,1,4344,24,32651
7000,9.99,10,60000,2,8362,17,52142
16800,8.18,2,180000,0,5805,15,75515
15000,9.99,3,70000,0,6720,23,24725
9000,12.29,4,95600,0,5989,36,39606
8000,12.29,3,70000,0,2488,34,51535
6000,5.32,5,90000,0,9793,44,40823
15000,8.18,9,107000,0,7997,32,55758
15000,10.99,8,45000,3,6567,24,22303
10000,13.33,5,28000,0,10493,7,11295
5300,11.53,4,35000,0,3219,22,10797
28000,9.99,6,150000,0,6324,29,49027
20000,10.99,5,80000,0,6475,28,41686
21000,11.44,1,90000,0,5471,45,93066
12000,14.31,10,35000,0,4314,18,8803
28000,13.33,1,110000,0,11284,24,39309
12000,8.18,2,195000,2,4649,29,97581
15000,8.18,10,55000,0,7175,63,44330
28925,17.27,8,62900,0,4041,27,67508
3500,12.59,10,24000,0,1850,10,2752
35000,14.33,1,72000,0,7054,20,69271
12000,5.32,5,52000,0,5775,8,16219
4000,11.99,0,20580,0,5897,7,4427
15000,15.99,7,69822,0,5198,18,136397
35000,13.99,9,110000,0,8605,31,98211
3000,14.31,2,66000,0,6567,22,57922
16200,17.57,8,103000,0,5532,22,42338
10600,16.99,1,100000,0,4863,47,89591
29125,25.78,8,87000,1,5228,28,44747
22500,12.59,10,80000,0,4833,31,45935
25000,6.39,10,115000,1,6932,32,64590
12800,12.29,7,43680,1,7358,26,33726
10000,12.69,6,71390,0,2396,21,39192
14000,11.48,6,99000,0,12015,10,7616
5900,13.33,7,120000,0,9246,22,12347
4350,21.99,3,45000,1,5989,39,17702
35000,9.99,1,75000,0,6141,12,29295
12525,11.53,4,33000,0,4922,9,24742
30000,17.57,10,80000,0,5167,24,73064
2100,14.31,0,85000,0,5014,22,27100
6000,7.89,10,40000,0,5106,14,4408
35000,16.55,10,120985,0,7632,39,85270
9575,18.25,0,52000,1,13294,29,39988
15000,15.61,5,68500,0,4833,29,72378
35000,9.99,6,102000,0,7602,23,86864
15000,20.49,10,100000,0,6871,25,38776
16000,14.65,10,134068,0,8393,13,61446
21000,13.99,10,150000,2,8209,26,61593
20000,16.49,7,78000,0,7510,17,28590
28000,10.99,10,114600,0,6141,23,56432
10000,17.57,2,36000,0,3249,9,25465
24000,11.22,10,122390,0,9002,33,52051
26200,27.88,10,69000,0,7479,35,69285
20000,16.55,10,50000,0,5502,14,3254
12000,10.99,10,80000,0,6963,27,69842
7200,14.33,2,65000,0,3311,8,9327
10200,6.39,10,46000,0,6383,14,11439
10000,5.32,10,60000,1,6475,57,35799
12000,11.53,5,50000,0,4375,36,68105
4800,12.69,10,55000,0,5593,39,109653
14400,14.65,2,45000,1,3372,28,16603
4000,12.59,2,28500,0,4344,8,56369
15000,15.99,0,43000,0,7510,19,43156
18000,14.99,10,36000,0,6355,14,25571
15000,12.69,8,80000,2,8240,14,47765
14000,9.99,5,100000,1,6932,35,101534
9000,8.18,3,39900,1,3280,9,9829
21000,12.29,9,265000,0,2883,31,81544
20000,11.53,10,136000,3,5593,37,146111
7000,13.67,5,40000,0,2580,13,26758
28000,10.99,2,90000,0,8940,15,54911
15000,7.26,1,57000,1,3645,37,91045
25000,5.32,5,104000,0,4680,31,48363
11200,16.49,10,50000,0,5805,27,40724
29325,18.84,2,200000,0,7389,28,206436
12000,7.89,5,52000,0,4222,18,20748
35000,11.53,10,140000,1,8424,31,150631
15000,15.61,0,40000,1,9002,53,50604
14000,14.85,2,44500,0,1758,13,25075
21600,15.61,10,54000,1,8574,22,17285
8000,12.29,2,85000,1,12442,32,29055
16000,12.59,8,51000,0,4375,47,48811
5000,13.99,2,56000,1,4953,15,27115
16000,9.76,1,65000,1,6506,32,92120
14875,14.48,7,95000,0,4436,43,32055
35000,18.49,10,95000,0,6993,37,80860
5275,13.99,1,30000,0,2153,20,45460
16000,11.53,10,40893.43,1,9367,18,12007
10500,15.61,10,55000,2,5989,31,44010
2000,9.17,10,35000,0,3584,7,21168
8000,17.86,4,30000,0,2730,11,40705
10000,9.17,10,55000,0,4102,29,50133
15000,12.29,3,100000,0,3372,9,30706
9425,6.89,3,34535,0,4436,9,22863
6275,14.33,6,68000,0,5045,15,63981
10700,8.19,7,67000,0,3949,16,40364
12000,15.59,4,50000,0,2518,8,28950
13600,13.99,1,38000,1,2853,31,50914
2300,13.33,10,62000,0,7602,28,49104
20000,12.69,1,103000,0,4710,20,84901
7075,14.65,2,56437,3,3249,7,14993
14000,16.99,7,125000,0,7997,22,30569
11750,17.57,9,28000,0,14115,18,24472
7200,9.17,6,31000,0,5593,18,28987
27325,17.86,5,110000,0,4922,49,154694
9000,7.26,10,115000,2,10738,35,77205
24000,13.33,10,95000,1,7694,29,92134
25000,13.67,10,86000,0,6445,19,45434
6400,14.65,5,30000,5,8089,22,14916
20000,12.69,10,65000,0,10250,24,4312
24000,11.53,9,50000,2,7054,29,102718
25000,6.89,10,120000,0,8819,34,42481
18000,7.89,10,81246,0,13780,23,33357
21725,27.31,10,65000,0,6383,14,24434
1400,17.86,0,55000,0,9428,61,23788
7000,12.29,0,22800,0,3614,8,5260
6600,8.18,3,50000,0,4984,19,47594
15000,12.69,1,90150,0,12807,51,67398
16800,12.69,6,43000,0,3645,19,17406
15250,17.57,10,200000,6,5683,29,108045
18000,16.55,10,112000,0,7024,23,40206
10000,6.89,5,80000,0,5318,27,104230
15000,9.99,10,115000,0,4772,10,3191
16000,11.53,10,85000,0,7510,35,73377
6000,12.29,1,60000,1,5410,20,1134
10000,7.49,0,76176,0,11588,16,15520
5500,5.32,5,120000,0,5563,18,60388
11200,11.49,6,200000,0,6355,28,74001
17275,20.99,7,48000,0,3584,20,67725
15000,7.89,3,42000,0,3372,23,9298
29800,17.14,10,60000,1,5287,24,39629
11200,19.19,10,40000,0,7632,43,16064
15000,6.24,1,88000,0,6445,39,56184
30000,24.99,3,104266,0,9915,14,52963
4600,12.39,10,40000,0,7602,20,13889
12275,16.49,10,34320,0,4741,13,14644
10000,13.67,3,89900,0,6810,29,54126
20000,9.17,10,80000,1,5045,25,42936
17050,16.99,10,81275,0,4588,18,120951
25000,7.26,1,125000,0,4344,23,52649
18400,13.67,3,125000,0,3645,19,104007
16000,7.89,1,66184,0,10188,17,16668
12000,12.69,3,66000,0,7816,49,20018
11200,8.18,10,90000,0,7602,21,117292
7000,6.89,1,120000,0,3676,20,10518
35000,9.99,4,255000,2,10007,36,53369
15000,7.89,4,83349,0,4314,17,71247
35000,18.55,9,93721,0,12442,35,63767
16000,8.18,10,60000,0,5106,22,84812
5000,12.39,8,37728,0,7024,23,11379
18100,14.33,6,60000,0,6171,18,54461
19000,18.84,10,78000,0,4984,12,26925
6500,16.55,10,117500,0,6810,40,70699
16000,16.55,2,107000,0,4710,21,49525
21000,7.89,10,180000,0,8515,19,233118
12000,14.33,7,90000,0,4741,13,39200
14500,12.29,1,80000,0,5106,24,104674
10000,11.53,8,125000,0,7144,36,45932
10000,7.89,10,65000,0,13110,53,108974
20000,13.99,9,75000,3,8697,48,33860
16000,12.29,5,60000,2,6810,27,42424
28000,14.65,10,72000,0,4863,16,26525
6800,8.18,10,65000,0,6110,48,25104
6400,11.99,1,25000,0,5410,15,5538
35000,13.99,10,120000,2,5287,20,27573
5100,13.66,2,11000,0,1758,8,22394
17600,9.17,10,111000,2,7632,42,115793
10000,18.25,4,36000,0,6110,25,38836
13000,12.69,10,46000,0,5836,11,22074
29500,17.86,4,94000,1,6018,28,48788
22200,15.41,10,68000,0,4497,17,60497
8550,13.33,2,34000,0,5167,23,11976
21350,17.86,10,51000,1,9976,15,25785
30000,7.26,10,160000,0,6567,26,138167
15000,8.18,10,99000,0,6567,54,95507
3000,7.89,6,46000,0,2457,7,3401
9275,6.24,3,58000,0,3584,26,39211
4000,13.18,0,32000,0,8332,15,17495
20000,19.24,10,60000,0,8727,31,91472
2200,12.29,10,75000,0,11862,59,159789
30000,12.59,10,205000,0,5867,27,74512
8000,8.18,0,75000,0,5471,31,28497
6400,12.39,7,28000,0,4649,20,41161
21600,9.17,1,145000,0,9305,32,19947
12000,17.57,10,65000,0,5775,17,36690
4800,13.33,10,55000,0,7906,31,32903
6100,18.25,0,15264,0,3918,7,10556
35000,22.99,4,78000,0,6110,41,120601
10000,10.99,8,52000,4,7389,34,56590
1000,11.48,2,41000,0,5075,22,50348
3850,17.57,5,19872,0,2337,24,71355
16000,18.84,2,76800,0,3614,30,72820
8000,10.99,4,35000,0,3553,19,28271
15000,14.65,3,55000,0,2215,9,10729
6000,7.89,3,45000,0,2822,16,21324
21000,19.99,10,79000,0,7816,35,54097
12000,12.69,2,55000,0,3433,10,35706
19200,8.18,1,48000,0,1911,23,51715
35000,12.05,7,100000,0,4741,21,35643
8000,6.89,3,74000,0,5714,9,8181
20000,10.64,7,48000,0,6506,37,53717
7275,16.55,0,17472,0,5532,11,17227
13550,18.25,10,38480,0,6567,29,27181
12000,8.18,2,125000,0,5502,33,78547
5000,6.39,10,80000,0,11711,28,131843
15000,12.29,1,55000,0,4741,13,29117
12000,12.29,6,91000,0,5471,23,89977
12250,13.33,10,120000,1,5379,21,33136
12000,11.53,0,50000,0,3676,26,14432
12000,7.89,1,36000,0,6324,25,22500
8000,7.89,10,85000,2,13294,38,32300
35000,18.84,10,160000,3,9762,18,51775
25000,9.17,10,74000,2,6598,36,80581
11000,9.17,1,45000,2,7085,12,8790
15000,12.29,0,50000,0,7755,53,29296
5000,6.39,8,38000,0,8362,17,52948
15000,12.29,7,135000,1,6355,26,113471
16000,18.55,6,75000,0,6840,62,45075
6000,7.89,1,60000,2,9581,18,41106
15000,8.18,4,32000,0,4680,30,23641
13500,14.65,2,45000,0,7266,37,55231
7000,10.49,6,63000,0,6018,17,39618
15000,6.89,1,160000,2,6993,15,18299
18000,9.99,10,100000,1,8301,28,35624
16000,5.32,10,130000,0,7967,38,160131
9000,7.26,10,50000,1,8028,43,50853
7000,11.53,10,67000,1,10127,23,76826
5600,11.53,1,52000,0,4922,18,38298
20000,12.29,2,101500,0,3798,6,22798
35000,18.55,10,114000,0,6932,35,39130
30000,9.99,1,120000,0,6779,38,74805
4800,13.99,6,65000,1,4406,16,17542
2650,13.18,10,43000,0,8120,18,11071
4000,12.69,10,27000,0,4772,12,8508
8000,7.89,10,52000,0,7419,26,26147
5600,12.59,0,25500,0,3096,12,1957
28000,7.89,1,118000,0,6567,49,160830
21000,19.99,3,83000,0,7205,30,94631
21600,8.18,10,200000,0,6171,43,63338
15000,6.89,4,70000,0,5471,31,36010
18000,16.99,10,95000,0,4772,24,107918
7200,15.61,10,42000,0,4344,40,16651
20000,12.69,3,54000,0,5259,18,30916
1800,10.99,5,35000,1,4680,27,40646
12000,6.89,9,110000,0,8059,40,37378
12000,9.17,8,45000,1,8424,14,20143
5000,8.18,9,31000,0,5287,17,16689
10600,7.26,10,60000,0,4894,28,77399
20000,12.69,7,170000,0,5137,37,88886
25000,7.26,10,200000,0,9002,38,70617
4000,12.29,2,51200,0,6080,29,15517
11125,9.99,6,54000,2,11468,12,40759
35000,12.69,8,100000,0,5897,34,71249
4350,23.99,10,75000,0,6141,11,11744
20000,15.61,1,150000,0,5744,49,117244
10075,12.29,10,32000,0,9670,11,16944
9600,7.89,2,33000,0,4557,24,20615
19000,9.17,10,115000,0,7024,34,124808
18000,9.99,10,60000,0,2975,5,19203
35000,18.55,6,90000,2,6202,24,94792
15000,9.17,10,82000,0,12837,32,72249
20000,17.57,4,46169,1,4314,38,107667
5000,13.99,1,45000,1,5836,13,3723
21000,9.49,10,225000,0,5652,25,116380
13325,9.17,1,46500,0,6233,17,21812
10000,11.53,10,45000,1,5440,39,75635
8000,8.18,10,70000,4,8666,15,48130
16250,18.55,8,45000,0,6993,39,42682
12500,11.53,2,50000,0,2518,8,24170
35000,18.55,10,110000,0,7024,16,54960
16000,18.55,8,54750,1,16794,22,67756
33725,18.2,10,67483,0,9581,25,42107
16750,11.53,0,38076,1,10585,23,9206
17500,6.89,10,49421,0,12442,19,33438
31575,11.53,9,100000,0,6840,40,75021
1800,8.18,10,100000,0,6141,16,48184
15000,19.19,10,135000,0,4557,30,119600
7000,8.18,8,50000,1,2184,20,10653
17400,12.59,10,75000,0,5683,20,29739
20000,13.33,10,52000,0,8454,31,24213
4500,11.53,0,17000,0,6748,20,5133
10050,19.99,1,50000,0,7510,22,26313
12000,12.05,10,67000,0,4953,30,23790
26100,16.99,5,58000,1,7602,23,23927
5100,21.67,0,15000,0,8727,11,9616
2500,16.55,2,37000,0,4314,28,42178
7000,9.17,10,74800,0,5624,25,10422
13400,12.29,0,65000,1,5410,18,26834
10000,6.24,10,50000,0,5228,14,10399
12000,12.05,2,53000,0,3433,13,18026
14525,9.99,10,89000,0,8789,41,38252
5000,19.99,10,50000,0,4132,15,39625
14400,7.89,8,89000,0,3280,18,20253
4725,13.99,0,28000,0,9793,34,22707
12500,13.33,10,70000,0,3798,19,15466
35000,9.99,10,495000,0,7175,32,382317
10000,10.49,0,63000,0,4802,13,32546
18000,19.19,1,40000,0,4344,31,145164
6000,7.89,10,62000,0,4588,15,6212
12000,11.22,10,70000,0,6018,23,72919
21000,12.99,1,87500,1,6018,28,74192
25000,21.99,2,60000,0,4467,47,55396
5000,8.18,5,50000,4,6263,34,27416
12000,9.99,10,72500,0,8150,19,55092
18225,25.83,2,150000,0,2031,5,56202
21000,9.99,10,58000,0,4922,27,28776
12000,9.99,2,78500,0,3372,21,92950
9325,14.31,2,26000,0,4680,21,13785
24000,11.53,10,170000,1,8271,32,160258
12000,18.25,8,34000,0,6567,14,41812
18000,18.25,1,90000,0,5897,17,65094
14400,7.26,0,250000,0,8301,34,131199
10000,12.69,1,105000,0,7602,28,65899
2500,12.99,2,60000,0,3127,11,13216
7000,10.99,2,58000,1,1972,10,65932
5325,13.33,1,36000,0,5349,11,4475
6000,6.89,1,40000,0,3918,19,10007
35000,9.17,10,84000,0,5836,21,57160
10000,6.89,3,75000,0,12107,32,24625
10000,9.17,1,50500,0,3311,31,95739
25000,6.24,10,100000,0,12258,28,14332
6000,11.53,0,25000,0,12138,32,5954
8500,10.99,1,42000,0,3249,44,70183
26350,19.99,8,57000,0,8911,24,62213
11200,7.89,2,54000,0,4619,39,67436
6000,9.17,3,90000,0,5744,38,35333
15000,13.99,8,70000,0,3311,21,13972
14000,11.53,1,65000,0,4406,13,15847
5900,9.17,3,25000,1,5014,20,9944
5750,14.31,3,18000,1,3280,8,3405
35000,9.99,9,127204,0,7875,38,76369
30000,13.33,9,85000,0,5958,63,93004
5375,17.14,0,18000,0,3188,22,5337
15000,7.89,10,103000,0,6506,33,63344
10625,22.99,1,55000,0,7967,22,27461
12000,13.99,10,49000,0,6598,27,27466
6900,16.55,9,42694,1,5106,17,15021
20000,5.32,1,60000,0,8362,18,61298
11000,12.99,2,35000,1,8911,24,20279
7200,5.32,10,58000,0,4680,29,17402
35000,13.33,10,124000,0,7024,24,42426
12000,14.65,0,42000,0,13841,48,10083
3000,5.32,10,85000,0,9397,42,36963
10000,9.99,1,134000,2,7936,37,55869
5000,5.32,10,86000,0,5775,24,41295
25000,7.26,10,89000,0,3188,19,51594
10000,6.24,5,80000,0,8240,20,52758
12000,9.17,1,52800,1,5137,20,11780
19050,19.52,8,53000,0,3645,18,57887
7000,10.99,10,40000,0,4102,17,27669
15000,6.89,10,60000,0,4680,15,38997
5000,6.89,9,105565,0,4497,10,36235
24000,15.61,10,225000,0,7205,59,229700
3500,12.29,4,83500,0,3737,32,78929
2700,9.49,3,56000,0,4163,27,63893
26675,18.49,1,71000,3,14815,42,69897
27500,17.86,2,55000,3,9305,74,73088
25000,5.32,1,215000,0,8546,25,28375
7600,14.33,3,29000,1,7755,32,22846
14700,19.19,4,35000,0,12807,29,19417
10000,7.89,10,45000,0,7389,34,37755
10000,12.59,10,51000,0,6720,11,7308
25000,24.99,2,175000,0,6263,33,215132
10000,12.69,10,99000,1,4588,14,24810
15500,19.89,3,73000,0,7816,24,147341
24000,9.8,10,100000,0,5410,35,60148
26400,9.76,1,82000,0,8181,18,20901
5000,11.53,9,51000,0,2883,7,16453
10000,10.99,8,50000,0,3096,14,47301
20000,13.67,10,70000,0,6810,21,60898
14400,13.99,10,98000,1,6659,52,95675
18000,15.61,10,55000,0,4833,18,24289
15000,10.99,0,73867,0,5198,12,50319
6400,6.24,2,52000,0,6324,31,53213
10000,15.61,1,48000,0,5958,9,23197
25000,5.32,10,75000,0,7906,12,23960
25500,6.89,1,140000,0,13110,36,63636
8000,7.26,10,85000,0,9915,35,113319
5000,11.22,3,72000,0,5471,14,12465
16000,13.99,1,75000,0,4953,50,121022
31000,14.48,10,90000,1,6080,13,31481
15000,12.29,2,75000,1,4772,12,28756
10350,19.19,6,59000,1,3249,28,39016
28000,6.89,5,212000,0,5137,19,48762
8000,16.55,10,38000,0,5593,13,27038
22400,13.33,10,90000,0,5471,16,22036
6000,6.39,4,29000,0,4436,33,13948
12000,7.89,1,110000,0,4649,50,49196
14000,8.18,3,85000,0,10585,33,96284
5375,12.59,10,100000,0,4253,9,9546
9850,12.69,8,45700,2,3006,17,28254
10000,14.48,3,35000,2,4102,22,33407
9825,12.29,2,34320,0,4741,19,16451
10000,13.66,3,125000,1,7510,45,152101
10000,13.33,4,88000,0,3402,16,11134
14000,7.26,1,190000,0,10372,21,74536
10975,15.61,10,25000,0,6171,12,15892
11000,12.69,0,36000,0,6171,39,43427
9000,13.99,3,70000,0,2853,20,32867
17450,19.19,7,48500,0,5593,40,73069
21000,12.69,0,144000,0,5958,28,44409
3000,8.18,4,91619,0,7297,31,58516
12000,15.61,7,54000,0,4071,12,126512
13000,13.33,4,53000,0,2153,8,45225
14000,9.17,10,68000,0,6840,18,36811
12000,11.99,2,85000,0,7297,34,73211
9025,17.86,0,30288,0,5045,26,28744
30000,16.55,0,90000,0,7175,39,54330
10000,13.18,0,46000,0,5624,13,34128
8000,9.17,10,60000,0,7936,101,421080
14000,15.61,7,35000,1,7450,24,34203
26000,13.18,10,53000,0,6263,29,63040
5625,7.89,0,12240,0,13080,18,1572
12000,11.53,10,94000,3,4922,24,6098
5000,16.55,6,49920,0,5379,58,32066
5000,6.68,8,45000,0,7724,18,16216
13100,14.65,10,90000,0,6536,41,131894
7925,13.33,6,33000,0,8424,10,39557
6400,8.49,3,115000,0,17220,25,10768
20000,9.99,5,70000,0,3158,25,58452
12000,13.66,7,45000,0,4071,29,24744
4500,8.18,1,21840,0,3857,21,13599
16800,14.65,10,95000,0,4894,31,56748
18000,13.99,3,80000,1,4953,29,45674
2500,14.31,5,45000,0,6355,15,28452
7675,18.55,7,26100,0,2792,10,17752
25000,9.99,10,89000,0,10738,44,144222
10800,6.24,1,75000,0,4406,23,37774
30000,9.17,7,93000,0,5989,26,49714
18850,24.5,4,45000,0,4802,19,24978
24000,9.99,9,60180,0,9611,17,36286
20000,5.32,8,85000,0,5775,36,54728
3000,9.99,10,85000,0,4528,27,32864
2000,11.53,0,50000,0,3249,24,19617
12000,10.99,1,30000,0,2245,19,66919
24000,12.69,8,107500,0,4741,37,47327
12000,14.65,3,52000,0,4528,35,87385
11925,20.49,3,28454,0,7724,31,8923
11850,11.53,2,25785,0,3311,24,63289
24800,17.86,10,65000,0,6110,25,65039
16000,9.99,4,98000,5,5137,35,57751
6000,12.69,7,90000,0,2396,8,31268
12800,14.65,10,70000,0,6598,31,102457
17000,18.25,9,50000,0,6901,19,20637
17500,6.24,0,40000,0,7024,31,27461
11500,6.92,10,64890,0,7297,25,29624
11000,7.89,9,56300,1,4833,33,70529
12000,12.69,10,72000,0,5075,11,44503
14150,20.99,0,39700,0,6171,11,33126
28000,19.19,1,120000,0,7510,33,109419
